Symbol	Name	MarketCap	Sector	Industry
MYGN	"Myriad Genetics, Inc."	2652264675	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYL	Mylan N.V.	18881670752	Health Care	Major Pharmaceuticals
MYND	"MYnd Analytics, Inc."	11259762.9	Health Care	Hospital/Nursing Management
MYNDW	"MYnd Analytics, Inc."	0	Health Care	Hospital/Nursing Management
MYOK	"MyoKardia, Inc."	1938570688	Health Care	Major Pharmaceuticals
MYOS	MYOS RENS Technology Inc.	11138089.39	Health Care	Major Pharmaceuticals
MYRG	"MYR Group, Inc."	628535090.4	Basic Industries	Water Supply
MYSZ	"My Size, Inc."	25515772.69	Technology	Computer Software: Prepackaged Software
MZOR	Mazor Robotics Ltd.	1004417338	Health Care	Medical/Dental Instruments
NAII	"Natural Alternatives International, Inc."	76717851.35	Consumer Durables	Specialty Chemicals
NAKD	Naked Brand Group Limited	132929008.6	Consumer Non-Durables	Apparel
NANO	Nanometrics Incorporated	871766643.9	Capital Goods	Industrial Machinery/Components
NAOV	"NanoVibronix, Inc."	18419848.2	Health Care	Industrial Specialties
NATH	"Nathan&#39;s Famous, Inc."	419382030.9	Consumer Services	Restaurants
NATI	National Instruments Corporation	5711344726	Technology	Computer Software: Prepackaged Software
NATR	"Nature&#39;s Sunshine Products, Inc."	178214805.5	Health Care	Major Pharmaceuticals
NAUH	"National American University Holdings, Inc."	23114368.3	Consumer Services	Other Consumer Services
NAVG	"The Navigators Group, Inc."	1720919896	Finance	Property-Casualty Insurers
NAVI	Navient Corporation	3482221593	Finance	Investment Bankers/Brokers/Service
NBEV	New Age Beverages Corporation	80113505.43	Consumer Non-Durables	Beverages (Production/Distribution)
NBIX	"Neurocrine Biosciences, Inc."	9210036064	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
NBN	Northeast Bancorp	199235670.5	Finance	Major Banks
NBRV	Nabriva Therapeutics plc	140418429.3	Health Care	Major Pharmaceuticals
NBTB	NBT Bancorp Inc.	1706462264	Finance	Major Banks
NCBS	Nicolet Bankshares Inc.	544175594.8	Finance	Major Banks
NCLH	Norwegian Cruise Line Holdings Ltd.	10571640834	Consumer Services	Marine Transportation
NCMI	"National CineMedia, Inc."	696811804.9	Consumer Services	Advertising
NCNA	NuCana plc	185202791.9	Health Care	Major Pharmaceuticals
NCOM	National Commerce Corporation	823096800.8	Finance	Major Banks
NCSM	"NCS Multistage Holdings, Inc."	652506696.6	Energy	Oilfield Services/Equipment
NCTY	The9 Limited	8939148.4	Miscellaneous	Business Services
NDAQ	"Nasdaq, Inc."	15045286616	Finance	Investment Bankers/Brokers/Service
NDLS	Noodles & Company	491568520	Consumer Services	Restaurants
NDRA	ENDRA Life Sciences Inc.	10239100.47	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW	ENDRA Life Sciences Inc.	0	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDSN	Nordson Corporation	7496755824	Capital Goods	Industrial Machinery/Components
NEBU	Nebula Acquisition Corporation	79142770.08	Finance	Business Services
NEBUU	Nebula Acquisition Corporation	0	Finance	Business Services
NEBUW	Nebula Acquisition Corporation	0	Finance	Business Services
NEO	"NeoGenomics, Inc."	1128638224	Health Care	Precision Instruments
NEOG	Neogen Corporation	4320083369	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON	Neonode Inc.	22207316.64	Capital Goods	Industrial Machinery/Components
NEOS	"Neos Therapeutics, Inc."	179781127.2	Health Care	Major Pharmaceuticals
NEPT	Neptune Technologies & Bioresources Inc	234906319.5	Health Care	Major Pharmaceuticals
NERV	"Minerva Neurosciences, Inc"	337119284.1	Health Care	Major Pharmaceuticals
NESR	National Energy Services Reunited Corp.	906109723.7	Energy	Oilfield Services/Equipment
NESRW	National Energy Services Reunited Corp.	0	Energy	Oilfield Services/Equipment
NETE	"Net Element, Inc."	28542781.28	Technology	EDP Services
NEWA	"Newater Technology, Inc."	202993020	Basic Industries	Miscellaneous
NEWT	Newtek Business Services Corp.	382479679	n/a	n/a
NEWTI	Newtek Business Services Corp.	0	n/a	n/a
NEWTZ	Newtek Business Services Corp.	0	n/a	n/a
NEXT	NextDecade Corporation	682075473.1	Public Utilities	Oil & Gas Production
NFBK	"Northfield Bancorp, Inc."	838684247.1	Finance	Savings Institutions
NFEC	NF Energy Saving Corporation	23704394.57	Capital Goods	Metal Fabrications
NFLX	"Netflix, Inc."	1.77463E+11	Consumer Services	Consumer Electronics/Video Chains
NFTY	First Trust India Nifty 50 Equal Weight ETF	3687073.74	n/a	n/a
NGHC	National General Holdings Corp	2924352993	Finance	Property-Casualty Insurers
NGHCN	National General Holdings Corp	0	Finance	Property-Casualty Insurers
NGHCO	National General Holdings Corp	0	Finance	Property-Casualty Insurers
NGHCP	National General Holdings Corp	55704000	Finance	Property-Casualty Insurers
NGHCZ	National General Holdings Corp	0	Finance	Property-Casualty Insurers
NH	"NantHealth, Inc."	384415488.8	Technology	EDP Services
NHLD	National Holdings Corporation	40594203	Finance	Investment Bankers/Brokers/Service
NHLDW	National Holdings Corporation	0	Finance	Investment Bankers/Brokers/Service
NHTC	Natural Health Trends Corp.	288497693.1	Consumer Durables	Consumer Specialties
NICE	NICE Ltd	4450003519	Technology	Computer Manufacturing
NICK	"Nicholas Financial, Inc."	80501000	Finance	Finance Companies
NIHD	"NII Holdings, Inc."	433058831	Public Utilities	Telecommunications Equipment
NITE	Nightstar Therapeutics plc	123834760	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
NK	"NantKwest, Inc."	232703658.5	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
NKSH	"National Bankshares, Inc."	329112170.2	Finance	Major Banks
NKTR	Nektar Therapeutics	8165613957	Health Care	Major Pharmaceuticals
NLNK	NewLink Genetics Corporation	181365678.2	Health Care	Major Pharmaceuticals
NLST	"Netlist, Inc."	13721394.69	Technology	Semiconductors
NMIH	NMI Holdings Inc	1108185272	Finance	Property-Casualty Insurers
NMRD	Nemaura Medical Inc.	541200000	Health Care	Medical/Dental Instruments
NMRK	"Newmark Group, Inc."	3635864820	Finance	Real Estate
NNBR	"NN, Inc."	511828196.5	Capital Goods	Metal Fabrications
NNDM	Nano Dimension Ltd.	16441040.04	Technology	Electrical Products
NODK	"NI Holdings, Inc."	377763063.6	Finance	Property-Casualty Insurers
NOVN	"Novan, Inc."	78637000.84	Health Care	Major Pharmaceuticals
NOVT	Novanta Inc.	2253601651	Miscellaneous	Industrial Machinery/Components
NRC	National Research Corporation	933900165	Health Care	Biotechnology: Commercial Physical & Biological Resarch
NRIM	Northrim BanCorp Inc	281750483	Finance	Savings Institutions
NSEC	"National Security Group, Inc."	41996494.8	Finance	Life Insurance
NSIT	"Insight Enterprises, Inc."	1779605713	Consumer Services	Catalog/Specialty Distribution
NSSC	"NAPCO Security Technologies, Inc."	298530424	Consumer Durables	Telecommunications Equipment
NSTG	"NanoString Technologies, Inc."	356392802	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
NSYS	Nortech Systems Incorporated	9462537	Capital Goods	Industrial Machinery/Components
NTAP	"NetApp, Inc."	20754366704	Technology	Electronic Components
NTCT	"NetScout Systems, Inc."	2440330269	Technology	EDP Services
NTEC	Intec Pharma Ltd.	150998542	Health Care	Major Pharmaceuticals
NTES	"NetEase, Inc."	19936799078	Miscellaneous	Business Services
NTGN	"Neon Therapeutics, Inc."	373640248	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
NTGR	"NETGEAR, Inc."	2175466341	Public Utilities	Telecommunications Equipment
NTIC	Northern Technologies International Corporation	161758595.2	Capital Goods	Industrial Specialties
NTLA	"Intellia Therapeutics, Inc."	1354743626	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX	"Nutanix, Inc."	9174015761	Technology	Computer Software: Prepackaged Software
NTRA	"Natera, Inc."	1086437015	Health Care	Medical Specialities
NTRI	NutriSystem Inc	1183887551	Consumer Services	Catalog/Specialty Distribution
NTRP	"Neurotrope, Inc."	81131227.02	Health Care	Major Pharmaceuticals
NTRS	Northern Trust Corporation	23102106171	Finance	Major Banks
NTRSP	Northern Trust Corporation	440160000	Finance	Major Banks
NTWK	NetSol Technologies Inc.	64735852.45	Technology	Computer Software: Prepackaged Software
NUAN	"Nuance Communications, Inc."	4280812259	Technology	Computer Software: Prepackaged Software
NURO	"NeuroMetrix, Inc."	9490182.99	Health Care	Medical/Dental Instruments
NUROW	"NeuroMetrix, Inc."	0	Health Care	Medical/Dental Instruments
NUVA	"NuVasive, Inc."	2738817472	Health Care	Medical/Dental Instruments
NVAX	"Novavax, Inc."	538161642.8	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
NVCN	Neovasc Inc.	75895536.54	Health Care	Medical/Dental Instruments
NVCR	NovoCure Limited	2993069244	Health Care	Medical/Dental Instruments
NVDA	NVIDIA Corporation	1.50129E+11	Technology	Semiconductors
NVEC	NVE Corporation	635998013.5	Technology	Semiconductors
NVEE	"NV5 Global, Inc."	807052220.7	Consumer Services	Other Consumer Services
NVFY	"Nova Lifestyle, Inc"	46486813.1	Consumer Durables	Home Furnishings
NVIV	InVivo Therapeutics Holdings Corp.	6083765.49	Health Care	Medical/Dental Instruments
NVLN	Novelion Therapeutics Inc. 	74603449.44	Health Care	Major Pharmaceuticals
NVMI	Nova Measuring Instruments Ltd.	774179821.8	Capital Goods	Electronic Components
NVMM	"Novume Solutions, Inc."	24497006.78	Consumer Durables	Telecommunications Equipment
NVTR	Nuvectra Corporation	256033287.5	Health Care	Medical/Dental Instruments
NVUS	"Novus Therapeutics, Inc."	67354291.84	Health Care	Major Pharmaceuticals
NWBI	"Northwest Bancshares, Inc."	1837533639	Finance	Major Banks
NWFL	Norwood Financial Corp.	227353044.2	Finance	Major Banks
NWLI	"National Western Life Group, Inc."	1141283422	Finance	Life Insurance
NWPX	Northwest Pipe Company	200409228.6	Basic Industries	Steel/Iron Ore
NWS	News Corporation	9093204744	Consumer Services	Newspapers/Magazines
NWSA	News Corporation	8976625196	Consumer Services	Newspapers/Magazines
NXEO	"Nexeo Solutions, Inc."	822927803.5	Consumer Durables	Specialty Chemicals
NXEOU	"Nexeo Solutions, Inc."	0	Consumer Durables	Specialty Chemicals
NXEOW	"Nexeo Solutions, Inc."	0	Consumer Durables	Specialty Chemicals
NXPI	NXP Semiconductors N.V.	36968993052	Technology	Semiconductors
NXST	"Nexstar Media Group, Inc."	3455240417	Consumer Services	Broadcasting
NXTD	NXT-ID Inc.	40761550.38	Consumer Services	Diversified Commercial Services
NXTDW	NXT-ID Inc.	0	Consumer Services	Diversified Commercial Services
NXTM	"NxStage Medical, Inc."	1880532530	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
NYMT	"New York Mortgage Trust, Inc."	686121682.3	Consumer Services	Real Estate Investment Trusts
NYMTN	"New York Mortgage Trust, Inc."	0	Consumer Services	Real Estate Investment Trusts
NYMTO	"New York Mortgage Trust, Inc."	0	Consumer Services	Real Estate Investment Trusts
NYMTP	"New York Mortgage Trust, Inc."	0	Finance	Finance: Consumer Services
NYMX	Nymox Pharmaceutical Corporation	211126950	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances
NYNY	"Empire Resorts, Inc."	654706780	Consumer Services	Restaurants
OASM	Oasmia Pharmaceutical AB	806504.4	Health Care	Major Pharmaceuticals
OBAS	Optibase Ltd.	44415032.61	Finance	Real Estate
OBCI	"Ocean Bio-Chem, Inc."	33501579.6	Consumer Durables	Specialty Chemicals
OBLN	"Obalon Therapeutics, Inc."	37429452.69	Health Care	Medical/Dental Instruments
OBNK	"Origin Bancorp, Inc."	931609712.9	Finance	Major Banks
OBSV	ObsEva SA	546543165	Health Care	Major Pharmaceuticals
OCC	Optical Cable Corporation	30784272	Basic Industries	Telecommunications Equipment
OCFC	OceanFirst Financial Corp.	1464322369	Finance	Savings Institutions
OCLR	"Oclaro, Inc."	1528518936	Technology	Semiconductors
OCSI	Oaktree Strategic Income Corporation	250172860.3	n/a	n/a
OCSL	Oaktree Specialty Lending Corporation	658286240.2	n/a	n/a
OCSLL	Oaktree Specialty Lending Corporation	0	n/a	n/a
OCUL	"Ocular Therapeutix, Inc."	238592345.6	Health Care	Major Pharmaceuticals
ODFL	"Old Dominion Freight Line, Inc."	12115367650	Transportation	Trucking Freight/Courier Services
ODP	"Office Depot, Inc."	1506185769	Consumer Services	Other Specialty Stores
ODT	"Odonate Therapeutics, Inc."	629983473.6	Health Care	Major Pharmaceuticals
OESX	"Orion Energy Systems, Inc."	31367905.56	Consumer Durables	Building Products
OFED	Oconee Federal Financial Corp.	163594106.4	Finance	Savings Institutions
OFIX	Orthofix International N.V.	1092539400	Health Care	Medical/Dental Instruments
OFLX	"Omega Flex, Inc."	839639590.4	Capital Goods	Industrial Specialties
OFS	OFS Capital Corporation	154311827.4	n/a	n/a
OFSSL	OFS Capital Corporation	0	n/a	n/a
OHAI	OHA Investment Corporation	31670655.44	n/a	n/a
OHGI	"One Horizon Group, Inc."	20113681.49	Public Utilities	Telecommunications Equipment
OHRP	"Ohr Pharmaceutical, Inc."	11886183.09	Health Care	Major Pharmaceuticals
OIIM	O2Micro International Limited	56731599.05	Technology	Semiconductors
OKDCC	Eaton Vance NextShares Trust II	512807500	n/a	n/a
OKTA	"Okta, Inc."	5604256760	Technology	Computer Software: Prepackaged Software
OLBK	"Old Line Bancshares, Inc."	598191352.9	Finance	Major Banks
OLD	The Long-Term Care ETF	2605826.058	n/a	n/a
OLED	Universal Display Corporation	4171828283	Capital Goods	Electrical Products
OLLI	"Ollie&#39;s Bargain Outlet Holdings, Inc."	4629350806	Consumer Services	Department/Specialty Retail Stores
OMAB	Grupo Aeroportuario del Centro Norte S.A.B. de C.V.	387507981.8	Transportation	Aerospace
OMCL	"Omnicell, Inc."	2204378404	Technology	Computer Manufacturing
OMED	"OncoMed Pharmaceuticals, Inc."	94924782.42	Health Care	Major Pharmaceuticals
OMER	Omeros Corporation	941705856	Health Care	Major Pharmaceuticals
OMEX	"Odyssey Marine Exploration, Inc."	63925162.95	Consumer Services	Marine Transportation
ON	ON Semiconductor Corporation	9876702205	Technology	Semiconductors
ONB	Old National Bancorp	2898876600	Finance	Major Banks
ONCE	"Spark Therapeutics, Inc."	3454124599	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
ONCS	OncoSec Medical Incorporated	73805901.51	Health Care	Major Pharmaceuticals
ONCY	Oncolytics Biotech Inc.	92519128.8	Health Care	Major Pharmaceuticals
ONEQ	Fidelity Nasdaq Composite Index Tracking Stock	1600669355	n/a	n/a
ONS	"Oncobiologics, Inc."	57354903.54	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
ONSIW	"Oncobiologics, Inc."	0	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
ONTX	"Onconova Therapeutics, Inc."	34846991.19	Health Care	Major Pharmaceuticals
ONTXW	"Onconova Therapeutics, Inc."	0	Health Care	Major Pharmaceuticals
ONVO	"Organovo Holdings, Inc."	154466008.8	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
OPB	Opus Bank	1073866752	n/a	n/a
OPBK	OP Bancorp	210962863.3	Finance	Major Banks
OPES	Opes Acquisition Corp.	36567344.38	Finance	Business Services
OPESU	Opes Acquisition Corp.	0	Finance	Business Services
OPESW	Opes Acquisition Corp.	0	Finance	Business Services
OPGN	"OpGen, Inc."	11210432.48	Health Care	Medical Specialities
OPGNW	"OpGen, Inc."	0	Health Care	Medical Specialities
OPHC	"OptimumBank Holdings, Inc."	6527993.42	Finance	Major Banks
OPHT	Ophthotech Corporation	102412495.6	Health Care	Major Pharmaceuticals
OPK	"Opko Health, Inc."	2914858696	Health Care	Major Pharmaceuticals
OPNT	"Opiant Pharmaceuticals, Inc."	36223316.54	Basic Industries	Precious Metals
OPOF	Old Point Financial Corporation	144661746.6	Finance	Major Banks
OPRX	OptimizeRx Corporation	119291821.4	Miscellaneous	Business Services
OPTN	"OptiNose, Inc."	1153373160	Health Care	Major Pharmaceuticals
OPTT	"Ocean Power Technologies, Inc."	16513999.21	Public Utilities	Electric Utilities: Central
ORBC	ORBCOMM Inc.	834416964.1	Consumer Services	Telecommunications Equipment
ORBK	Orbotech Ltd.	3045322385	Capital Goods	Industrial Machinery/Components
ORG	The Organics ETF	0	n/a	n/a
ORGS	Orgenesis Inc.	90881422.02	Health Care	Major Pharmaceuticals
ORIG	Ocean Rig UDW Inc.	2685688912	Energy	Oil & Gas Production
ORIT	Oritani Financial Corp.	769174659	Finance	Major Banks
ORLY	"O&#39;Reilly Automotive, Inc."	23176927682	Consumer Services	Other Specialty Stores
ORMP	Oramed Pharmaceuticals Inc.	90411195.58	Health Care	Major Pharmaceuticals
ORPN	Bioblast Pharma Ltd.	5782339.89	Health Care	Major Pharmaceuticals
ORRF	Orrstown Financial Services Inc	222111489.6	Finance	Major Banks
OSBC	"Old Second Bancorp, Inc."	444718816.1	Finance	Major Banks
OSBCP	"Old Second Bancorp, Inc."	0	Finance	Major Banks
OSIS	"OSI Systems, Inc."	1420329092	Technology	Semiconductors
OSN	"Ossen Innovation Co., Ltd."	6152031.286	Basic Industries	Steel/Iron Ore
OSPN	OneSpan Inc.	834458400	Technology	EDP Services
OSPR	Osprey Energy Acquisition Corp.	83375388.6	Energy	Oil & Gas Production
OSPRU	Osprey Energy Acquisition Corp.	90576706	Energy	Oil & Gas Production
OSPRW	Osprey Energy Acquisition Corp.	0	Energy	Oil & Gas Production
OSS	"One Stop Systems, Inc."	53264615.13	Technology	Computer Manufacturing
OSTK	"Overstock.com, Inc."	1063434109	Consumer Services	Catalog/Specialty Distribution
OSUR	"OraSure Technologies, Inc."	1082051032	Health Care	Medical/Dental Instruments
OTEL	Otelco Inc.	50998791.2	Public Utilities	Telecommunications Equipment
OTEX	Open Text Corporation	9748451138	Technology	EDP Services
OTIC	"Otonomy, Inc."	116959037	Health Care	Major Pharmaceuticals
OTIV	On Track Innovations Ltd	47762278.48	Technology	Semiconductors
OTTR	Otter Tail Corporation	1966701306	Public Utilities	Electric Utilities: Central
OTTW	"Ottawa Bancorp, Inc."	47057087.14	Finance	Savings Institutions
OVAS	OvaScience Inc.	34017448.23	Health Care	Major Pharmaceuticals
OVBC	Ohio Valley Banc Corp.	255340260.3	Finance	Major Banks
OVID	Ovid Therapeutics Inc.	227274600.4	Health Care	Major Pharmaceuticals
